Release Year,Title,Language,Director,Cast,Genre,Plot,Rating
2015,Palakkattu Madhavan,Tamil,M. Chandramohan,"Vivek, Sonia Agarwal, Sheela",comedy drama,"Palakattu Madhavan (Vivek) is a lazy and irresponsible man. Embarrassed that his wife Lakshmi (Sonia Agarwal) earns more than him, he quits his own job out of spite. He then adopts the old woman Pattu Maami (Sheela) as a surrogate mother because she offers to pay cash for the opportunity. The character ""Palakkattu Madhavan"" is also an acknowledgement of a character with the same name in the movie Antha Ezhu Naatkal starring Bhagyaraj and Ambika.",6.2
2015,Papanasam,Tamil,Jeethu Joseph,"Kamal Haasan, Gauthami, Niveda Thomas, Asha Sarath",drama-thriller,"Suyambulingam (Kamal Haasan) is an orphan who had dropped out of school after his 5th grade. Now he is a businessman running a cable TV service in Papanasam, a small town in the Tirunelveli district of Tamil Nadu. He is married to Rani (Gautami Tadimalla) and they have two daughters, Selvi (Niveda Thomas) and Pulimeena aka Meena (Esther Anil). His only interest apart from his family is watching films. He spends most of his time in front of the TV in his small office.
During a nature camp, Selvi gets photographed in the bathroom by a hidden cell phone. The culprit, Varun (Roshan Basheer) is the son of Inspector General Geetha Prabhakar (Asha Sarath). Varun is accidentally killed by Rani and Selvi when he comes to blackmail them. They hide his body in a compost pit, which is witnessed by Meena. Rani tells Suyambulingam about the incident and he devises a way to save his family from the law. He removes Varun's broken cell phone, places the SIM card on another mobile phone which he throws onto a Mumbai-bound lorry and disposes of his yellow-coloured Maruti Zen, which is seen by Constable Perumal (Kalabhavan Mani), who has a grudge against Suyambulingam. Suyambulingam takes his family out on a trip to Tenkasi to pray in a temple, watch a movie, stay in a hotel and eat at a restaurant. Geetha, seeing that her son has gone missing, starts an investigation on her missing son.
After a preliminary investigation, Geetha calls Suyambulingam and his family for questioning. Suyambulingam, who had predicted that this would happen, had already taught his family how to change their alibi at the time of murder. When questioned individually, they give the same replies. Suyambulingam also presents the bill of the restaurant, the hotel bill, the movie ticket and the bus tickets as proof of their alibi. Geetha questions the owners of the establishments they have been to and their statements prove Suyambulingam's alibi. However, Geetha realises later that Suyambulingam had faked the evidence and established his alibi on the owners by going on a trip with his family to the same establishments later. Meanwhile, Suyambulingam tells his brother-in-law, Thangaraj (Abhishek Vinod) that if they are ever taken away by the police, he has to call the media and report about their unlawful arrests.
Geetha arrests Suyambulingam and his family and Perumal uses brute force to beat the truth out of them. Eventually, Meena gives in and reveals the place where the body is buried. After digging the compost pit, they find the carcass of a calf, indicating that Suyambulingam had moved the body. Meena reports to the media and complains against Perumal. The constable is suspended and Geetha resigns from her post.
Later, Geetha and her husband Prabhakar (Anant Mahadevan) meet Suyambulingam to ask forgiveness for their rude and violent behavior. Prabhakar asks Suyambulingam if he can tell them about their son. Suyambulingam then reveals indirectly that his family has committed a crime. Now in remand, Suyambulingam signs a register at the newly constructed local police station. As he leaves, a flashback shows him leaving the incomplete police station with a shovel in hand, indicating that he has hidden Varun's body in the foundations of the police station itself.",6.5
2015,Baahubali: The Beginning,Tamil,S. S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah",epic / history,"In the ancient kingdom of Mahishmati, a woman carrying a baby falls into a waterfall and breathes her last, but before dying, she holds the baby in one hand above her head. The baby is rescued by local villagers and adopted by Sanga (Rohini) and her husband. Named Shivudu, (Prabhas) he grows up to be a strong, adventurous young man who is curious about the waterfall and the land beyond. After finding a wooden mask on the ground, he is driven to find the owner of the mask and succeeds in climbing the waterfall. The mask belongs to Avanthika (Tamannaah), a rebellious warrior of a group led by Devasena's brother engaged in guerrilla warfare against Emperor Bhallaladeva (Rana Daggubati) of Mahishmati to rescue their former queen Devasena (Anushka Shetty). Avantika is given the opportunity to rescue the queen. She falls in love with Shivudu after finding out that he climbed the waterfall for her. Shivudu pledges to help her in her mission and sneaks into Mahishmati to rescue Devasena.
Sivudu manages to flee with Devasena, but is chased down by Bhallaladeva's son, Bhadrudu (Adivi Sesh) and the slave-soldier Kattappa (Sathyaraj). After Shivudu beheads Bhadrudu, Kattappa drops his weapon, realising that Shivudu is Mahendra Baahubali, the son of late king Amarendra Baahubali. He narrates the story of Amarendra's past. Amarendra's father had died long ago, while his mother died giving birth to him. His uncle Bijjaladeva (Nassar) was deemed unfit to rule due to his crooked nature, however he believes he was denied the throne due to the fact that one of his arms is disabled. Bijjaladeva's wife Sivagami assumed control of the kingdom with Kattappa's assistance until a new king could be selected. Amarendra was brought up together with Bijjaladeva and Sivagami's son Bhallaladeva. Both young men were trained in arts, science, disguise, politics, and warfare, but they had different approaches towards kingship. While Amarendra was gracious and loved his countrymen, Bhallaladeva was violent and achieved his goals by any means possible.
It was then discovered that Mahishmati was about to be attacked by an army of savages called Kalakeyas. Bijjaladeva proposed that the prince who killed the Kalakeya king Inkoshi would be the future king of Mahishmati to which Sivagami and the chief minister agrees. Inkoshi rejected Sivagami's offer of peace and insulted her by saying he will have children with her. An enraged Sivagami ordered that his limbs be chopped off and body fed to the vultures. While Bhallaladeva used sophiscated weapons given by Bijjaladeva, Amarendra used simple yet effective tactics. As Amarendra was about to slay the king, Bhallaladeva swung his weapon from a distance and killed him. Sivagami announced Amarendra as the new emperor despite Bhallaladeva killing the king because of the fact that he shielded and protected his own countrymen throughout the war.
When asked about Amarendra's current whereabouts, a tearful Kattappa reveals that Amarendra is dead, and that he is the one who killed him.",7.9
2015,Kamaraj,Tamil,A. Balakrishnan,"Richard Madhuram, Samuthirakani, Sambathraj Sumant, Mahendran",biography,"The narration is divided into three phases. The pre-Independence period, depicting Kamaraj's childhood, the influence of Satyamurthy, Kamarajs growth as a politician and his prison life.
The second phase depicts his taking over as the Congress Chief Minister of the state, the reforms he tries to bring in, especially in education, his largesse and his bending the rules for a good cause-like for the urgent eye-operation of a kid. It also displayed his sense of humour (like his response when his mother in the village sends word that she needed a fan and a blanket), his refusal to take advantage of his position (asking for the newly installed tap to be removed from his village-house).
The third phase where he puts forth the Kamaraj Plan, resigns from the post of CM, involves himself in party work; his influence on national politics, his emergence as a kingmaker and finally his disillusionment with the emerging non-ethics in political life.
The closing scene (taken from the record files of the actual funeral), show swarms of humanity mourning the death of their beloved leader.",3.7
2015,Maari,Tamil,Balaji Mohan,"Dhanush, Kajal Aggarwal, Vijay Yesudas",action masala,"A police constable, Arumugam (Kaali Venkat) talks to the new Sub Inspector, Arjun (Vijay Yesudas) about Maari (Dhanush), a local rowdy, who rose to fame after killing a rival rowdy. Maari is an irritating guy, who along with his henchmen Sanikilamai (Robo Shankar) and Adithangi (Kalloori Vinoth), constantly pesters the people in the area and extorts money from them. His main line of work is in training racing pigeons. His boss is Velu (Shanmugarajan), a bigger don who also is involved in the sparow races as well as the smuggling of sandalwood.
Maari constantly has fights with ""Bird"" Ravi (Mime Gopi), another local rowdy who is also working under Velu. One day, a lady named Sridevi (Kajal Aggarwal) enters the business, trying to open a boutique in Maari's area. Maari forcefully becomes her partner in the business, which angers her after she loses some customers. She decides to help Arjun to catch Maari by getting close to him, pretending to fall in love with him and incriminating him with evidence of his confession: he had tried to kill the rival rowdy, but failed. She shoots the talk with Maari in the drunken state, who describes about the murder.
Somebody else had killed him, and he took the credit. Maari is soon arrested by Arjun. 6 months later, when he is released, he finds out that Velu also has been arrested, and that Arjun is actually a corrupt cop & he and Ravi are working together and have arrested some people in the area under the pretext of smuggling, to extort money. Maari decides to take revenge on the duo. He first frees the local people from the extortion by Ravi's gang, while Sridevi also falls in love with him for real.
Later, he captures one of Arjun's smuggling vehicles and the driver, by which he forces Arjun to release Velu. When Arjun takes revenge by burning the pigeon coop of Maari, which kills 10 of his pigeons, he gets angry and beats up Ravi and Arjun, with the former agreeing to confess to everything. Angered, Arjun stabs Ravi but eventually gets arrested by the Revenue Department after Aarumugam reveals all of his secrets. Finally Sridevi approaches Maari to confess her love to him, which he rejects, returning to pester the local people and extort them for cash.",6.2
2015,Naalu Policeum Nalla Irundha Oorum,Tamil,N. J. Srikrishna,"Arulnithi, Remya Nambeesan, Singampuli",comedy,"The film starts with an outsider coming to the village to provide invitations to the people there. There is a police station with one sub-inspector (Bagavathi Perumal) and 3 constables. The village is apparently winning the award from President for being a model village. People are very honest, hard working and there are no problems in the village. The Policemen lead a very peaceful life because of the villagers. They work from 9 to 5 and are closed on Sundays. The police station is used for playing board games and watching TV along with the villagers. Constable good Shanmugha Pandi (Arulnithi) is a day dreamer and has a liking to a school teacher (Remya Nambeesan). However he is unable to proposer her. Since the village is clean without any crimes, the higher official plans to transfer them to another village well known for riots. Saddened by this, the four policemen create trouble for the villagers.
Padhinettampadiyan and Chelladurai ask favour from a thief to steal things so that they can file a case. However all their attempts fail. How their actions cause change among the villagers and their lives is the rest of the film.",6.9
2015,Idhu Enna Maayam,Tamil,A. L. Vijay,"Vikram Prabhu, Navdeep, Keerthy Suresh, Kavya Shetty",romantic comedy,"Arun (Vikram Prabhu) is a struggling theatre artiste. With the help of his friends, who are also struggling theatre artistes, he starts a website called UMT which helps men struggling in love to successfully unite with the woman of their dreams with the help of theaterics. One day, UMT gets a rich client in the form of Santhosh (Navdeep), the owner of a real estate company. Santhosh is in love with a singer Maya (Keerthy Suresh) and offers ₹1,00,00,000 if Arun and his friends can help him in winning Maya's heart. Arun has second thoughts over the offer because Maya is his ex-girlfriend. They had broken up due to a serious misunderstanding between them. Though he still has feelings for Maya, he reluctantly agrees to help Santhosh. However, he foils all the plans to bring Santhosh and Maya together. A frustrated Santhosh then directly proposes to Maya, but she rejects him as she has still not forgotten Arun.
In the end, it is revealed that Santhosh and Arun's friends knew about Arun's love for Maya and with the help of Maya, they deliberately made all the plans to unite Santhosh and Maya fail so that Arun and Maya can get back together. Arun realises his mistake and declares his love for Maya, thus rekindling their romance.",6.6
2015,Orange Mittai,Tamil,Biju Viswanath,"Vijay Sethupathi, Ramesh Thilak, Aashritha",comedy drama,"Satya (Ramesh Thilak) works as a paramedic in an ambulance emergency service. On the same day of his father's death anniversary, Sathya receives a call to pick up an old man who claims to be critically ill. Sathya, along with ambulance driver, rushes to the old man's house in an ambulance and helps Kailasam (Vijay Sethupathi) to board the vehicle. In the process, he learns that the old man isn't fighting for his life as claimed by him earlier, but he is a heart patient nevertheless. As these three men begin their journey in the ambulance, Kailasam's grumpy and obstinate nature causes trouble to the paramedics and the course of their journey changes drastically. Who is Kailasam? What does he really want? What is the cause behind his adamant nature? Answers to these questions forms the crux of the story. The old man needs to find a hospital that will have him, but it’s a very long way to go. The only way to find out what the universe has planned is to make the journey. Sometimes the Journey is the destination....",5.5
2015,Sakalakala Vallavan,Tamil,Suraj,"Jayam Ravi, Trisha, Anjali, Soori",masala,"Shakthi (Jayam Ravi) and Chinnasamy (Soori) are family enemies who fight over an election. During that time, Shakthi falls in love with Anjali (Anjali), whom he later discovers is his enemy's cousin. When their love rapidly heats up, Shakthi is forced to marry Divya (Trisha), a city girl.
Before starting a life together, Divya tells Shakthi they must get to know each other, but every time Shakthi tries to do something good, it ends bad. This leads them on a plan for divorce. In exchange, Shakthi tells Divya to agree and stay for a month with his parents so they won't get hurt over the fact that they made Shakthi marry someone who doesn't even like him. To make this worse, Shakthi's father (Prabhu) gets Divya to stand for the female election to which she quietly agrees. When she loses in the family generation winning election, Shakthi's father angrily hits him.
That's when Shakthi reveals how he lost in love and life. Seeing how much he loves and respects his family and how his life has been, Divya slowly starts to like her husband. At the end, Divya and Shakthi happily live together while they argue over little things, making their life filled with love.
The film revolves round how a couple should compromise when faced in any situation.",4.8
2015,Vasuvum Saravananum Onna Padichavanga,Tamil,M. Rajesh,"Arya, Tamannaah, Santhanam, Muktha Bhanu",romantic comedy,"Vasu (Santhanam) and Saravanan (Arya) are best friends. When Vasu's marriage was going to be fixed with Seema (Bhanu) Saravanan wants to first interview Seema to see if she is a suitable bride for Vasu. A series of comedic incidents happens during the interview and during the marriage of Vasu and Seema, which angers and embarrasses Seema. To make matters worse Saravanan plays a prank during Vasu's marriage night which makes Vasu end up in hospital with a broken disc.
An angry Seema wants Vasu to break his friendship with Saravanan and declares nothing between them until then. Vasu does not want to break his friendship with Saravanan directly as to not hurt Saravanan's feelings. He gets the help of his friend, Gautham (Karunakaran) who tells him to get Saravanan married. Vasu helps Saravanan to get a girlfriend in the hopes that the girlfriend will be a reason to end the friendship. Saravanan and Vasu go to Happy Marriage.com where Saravanan falls for Aishwarya Balakrishnan (Tamanna Bhatia) who works there.
Aishwarya, who initially dislikes Saravanan, eventually agrees to his love. As Saravanan had interviewed Seema before she married Vasu, Vasu interviews Aishwarya at a cafe. A fight breaks out between Aishwarya and Vasu, forcing Saravanan to choose between the two. Saravanan chooses Aishwarya and breaks his friendship with Vasu. Vasu later exits the cafe dramatically but secretly enjoys outside by dancing.
Vasu reunites with Seema but minutes later, Saravanan appears revealing that he was only lying in front of Aishwarya that he had broken their friendship. Seema feels cheated as Vasu had promised Seema upon their future child that their friendship was cut. Seema is furious and leaves to her mother's place. Vasu gets irritated and he tells Saravanan to leave and never show his face again.
That night, Gautham tells Vasu that Saravanan had broken up with Aishwarya for him. Vasu immediately rushes to see him and they reunite. They decide to start a club of men who have been cheated by their wives or girlfriends. This turns out to be successful. They are also supported by Akila Chechi (Shakeela), leader of Akila Indian Men Security Club. Then Assistant Commissioner Vetri Vel (Vishal) arrives and tells the trio to join up with their wives by lying that they have their friendship cut.",4.3
2015,Thani Oruvan,Tamil,M. Raja,"Jayam Ravi, Aravind Swamy, Nayantara",action thriller,"A low-level party cadre Sengalvarayan (Thambi Ramaiah) is dedicated to his leader and party.He and his son Pazhani who secures the first rank in his 10th standard state exam,visits the party deputy-leader, now the chairman of the party and a member of the ruling coalition for his blessings with his father. While they are waiting in the party office for the leader to come in, they witness a murder of a rebel party candidate by their own revered leader due to caste-related comments by the rebel on him. When the leader asks Sengalvarayan to take the blame by saying that he killed the man due to rage about the rebel's comments, Pazhani volunteers to take the blame and is willing to go to jail, citing the leniency of juvenile laws in exchange for an MLA seat for his father in the upcoming by-election.
15 years later, trainee IPS officers Mithran, Shakthi, Suraj, Kathiresan and Janardhan ""Jana"", discreetly assist the police in catching a gang which kidnapped four girls. One day Mithran receives a cryptic text message on his phone from an anonymous number stating that he/she is aware of their discreet activities. In the evening, they go out to meet that person who is revealed to be Mahima (Nayantara), who loves Mithran. Later that same night they happen to witness the murder of a man named Ramar who is a social activist with the pretense of snatch theft. Mithran and his friend catch the gang and their leader and hand them over to the police; however, four days later the leader of the gang comes to the IPS headquarters with the home minister. This political and organised crime comes as a shock to Mithran and his friends. Mithran takes them to his house and shows his research on connecting all small unrelated incidents into the global view of a hidden network of politicians, industrialists and criminals who bend the law for their own financial benefits. He singles out three prominent business oligarchs (a pharmaceutical mogul, a mineral magnate and a don). When he tries following one he realizes that all three of them work as a group and they all work for a wealthy and influential scientist Siddharth Abhimanyu. After the completion of his training, Mithran is awarded medals for specializing in dealing with organized crime during training and also for being the best probationer of the batch, and is posted as the ASP of the Organized Crime Unit.
Mithran discovers that Siddharth is Sengalvarayan's son Pazhani. After his release from prison, Pazhani had his name changed and left India to complete his education abroad. After his graduation, he returned to India and is now a well-established scientist. Siddarth uses the medical field for the wrong reasons and his own profit. Sengalvarayan is now the incumbent health and welfare minister in the minority government headed by the party leader. At that time Angelina, a Swiss pharmaceutical company owner and activist tries to make generic medicines for life-threatening diseases available in India at low cost affordable by poor people. Siddharth's assassin kills Angelina before she can sign the agreement document with the government and shoots Mithran at the same time. While he is recovering from the gunshot wound in the hospital, an electronic bug (GPS + audio transmitter) is implanted during surgery. Through the bug, Siddharth listens to all of Mithran's plans and continuously monitors his whereabouts and whatever he talks via an audio transmission. Then comes evidence against Siddharth in the form of Manimekalai (Abhinaya). She was a scientist at Siddharth's research lab, where a seaweed that can cure diabetes is found abundantly in the oceans. Siddharth tries to sell the technology and rights to extract medicine from the seaweed to multinational pharmaceutical companies but is opposed by Manimekalai. So Siddharth arranges goons and the goons rape and kill her. But before being killed, she records a video and stores it in an SD card so that someone will find it. But before Mithran can find the card, Siddharth finds out and assigns Vicky (Vamsi Krishna) to recover the card, but Mithran tells Jana to get the card. He successfully gets the card after a fight with Vicky, but through the bug, Siddharth knows this and kills Jana. Mithran comes back to his special house where he finds a pin has been changed in a picture which turns out to be the picture of Ananya who was Miss World 2011 and a close acquaintance of Siddharth whose girlfriend Shilpa (Mugdha Godse) was also part of that event. Mithran doubts whether Siddharth himself would have come to his house. Mahima checks the fingerprints on the pin keeping the gun case Mithran received from Siddharth in his posting ceremony and the fingerprints match. A flashback reveals that Siddharth killed Shilpa's father so that she would not participate in the competition and as she will not have a ticket to go to her father's funeral he offers to take her in his chartered flight and wins her over. Mithran frantically searches for the bug which he eventually finds out and removes.
Mithran captures Vicky and records all the information from him. He drugs Vicky and manipulates Siddharth into killing him. At the same time, Siddharth's father reads the changed medical report, which contains very good medical contracts for public welfare and multiple accusations against the CM. When Siddharth learns about this, he asks Sengalvarayan to pretend to have chest pains and move outside to hospital. The ruling party forces Sengalvarayan either to resign within 24 hours or he will be dismissed. Mithran appeals to the CM that he has evidence and wants to arrest Siddharth, and he is granted permission to do so. Hence Siddarth kills his father using his goons in an accident and forces the CM to stop actions against him or he will lie that the CM killed his father for personal vengeance. But the next day at his father's state funeral, Mithran arrests him on the CM's orders.
When Siddharth is arrested, Mithran tells him that the medicine was patented in Manimekalai's name (despite Siddarth being the inventor) and will be made as generic medicine instead of a patent-protected one. It is also revealed that Sengalvarayan is still alive, saved by Mishra and his gang and the public funeral held was for Jana. Mithran makes a deal that he would save Siddharth's life for information and evidence on all of his criminal associates and activities and gives him a bulletproof vest to fake his death during his transport to the court.
They also plan to take down the setup planned by various VIPs to kill Siddharth when one of them gets close to Siddharth, Mithran notices and pushes Siddharth back. To Mithran's surprise, Siddharth does not wear the vest and is fatally shot by Shilpa. Before dying, he tells Mithran that he hid all the evidence in an SD card in the bulletproof vest, adding that he had not done it for the nation but because Mithran had asked for it. The film then happily ends with the wedding of Mahima and Mithran. The last narration was narrated by Mithran on how he became a successful police officer in his life after solving the case (about a boy going to prison for a crime he committed) he read for the first time on the newspaper .",5.6
2015,Paayum Puli,Tamil,Suseenthiran,"Vishal, Kajal Aggarwal, Samuthirakani",action drama,"The story is set in the backdrop of Madurai, where a gang is involved in kidnapping top businessmen in the city and demand a sum of Rs. 2 crores for their release and if failing to do, so will result in their death. The dead bodies are placed beneath a bridge. Bhavani (Bangalore Swamy) and Lal (Murali Sharma) are the main culprits behind the kidnaps and Albert (Harish Uthaman), a police inspector who cracks the case and unearths the criminals involved in kidnap, but gets killed by Bhavani.
Jayaseelan IPS (Vishal) is the new ACP (Assistant Commissioner of Police), who gets deputed in his hometown, Madurai. Murugesan (Soori) is the head constable and is a close friend of Jayaseelan. Jayaseelan wants to have a meeting with Bhavani and his gang to finalize his commission so that he will never interfere in their illegal activities. But, it is revealed that Jayaseelan is in a undercover operation to encounter Bhavani and his gang.
Jayaseelan lives in a joint family with his parents and his elder brother Selvaraj aka Selvam (Samuthirakani). Meanwhile, Jayaseelan meets Sowmya (Kajal Aggarwal) and falls in love with her. Jayaseelan encounters two of Bhavani’s men. Now Bhavani is frightened knowing that someone has set an eye on him and he will be the next target. Jayaseelan tracks down Bhavani and kills him. Just before dying, Bhavani challenges Jayaseelan that all of the kidnapping incidents will continue after his death which leaves Jayaseelan puzzled. It is Selvam, who is actually the mastermind behind all the kidnapping incidents. He is the close friend of Lal, who is an advocate and both are involved in planning the kidnaps, while Bhavani is involved only to execute the plan.
A small flashback is shown about Jayaseelan and Selvam’s family. Jayaseelan and Selvam’s grandfather Ramasamy is a freedom fighter and is widely respected by the local people. He also served as a minister and is known for his genuineness and loyalty. But his son, who is Jayaseelan and Selvam’s father, is not interested in politics and he prefers to stay away from politics following his father’s death. Meanwhile, Singarasu (RK), a local politician decides to bank on Ramasamy’s political support for his victory.
Singarasu convinces Selvam to support his party, for which Selvam agrees. Singarasu wins the election and becomes an MLA. Selvam is encouraged by a few party men to contest for an MLA seat during the next election. But, Singarasu is the man behind the plan and he wants to defeat Selvam to show his power. Selvam trusts a few friends, but later understands that it was Singarasu's plan. Selvam loses the election, as Singarasu provided money to vote for him to the public. This made Selvam furious and he decides to earn more money and use it for election purposes. He makes his close friend Lal to earn the confidence of Singarasu and collects all the information about his illegal business activities, while they are both also heavily involved in kidnapping rich businessmen in the city demanding money.
Coming back to the present, Selvam knows that Jayaseelan is handling the kidnap case and closely monitors his moves. Lakshmi Narayanan (Jayaprakash), Sowmya's father is kidnapped by Selvam and his men demanding money. Lakshmi Narayanan hands over the money to Selvam, who appears with a mask in front of him, while collecting the money. The next day, a meeting is arranged between Jayaseelan and Sowmya’s family members to discuss their marriage proposal. At that time, Lakshmi Narayanan observes the mannerisms of Selvam and doubts that he could be the one, who kidnapped him the day before. Selvam also understands that Lakshmi Narayanan has gotten a doubt on him and decides to kill him, before he could contact Jayaseelan. Lakshmi Narayanan requests Jayaseelan to meet him immediately, but ends up being killed by Selvam before that ever happened.
Jayaseelan formulates a plan to find the culprit. He decides to tap the mobile phones of all the leading businessmen in Madurai, so that he can get to know if the kidnapper calls any of them demanding money. A special team is set up to find out who are involved in phone tapping. A businessman gets a call demanding money and Jayaseelan decides to follow the person without anyone’s knowledge. While the businessman is about to hand over the money to Selvam and Lal, Jayaseelan interferes. Selvam and Lal escape from the spot and is chased by Jayaseelan. Lal is shot by Jayaseelan and gets arrested. But Selvam shoots himself in his hand and stages a scene that someone has shot him and ran away.
Jayaseelan believes the show staged by Selvam and admits him in the hospital. Meanwhile, Lal is killed by a hitman employed by Selvam. Jayaseelan and Selvam’s father overhears a conversation of Selvam with one of his henchmen on his mobile cell phone and found out that Selvam is the mastermind behind all of the kidnapping incidents. But, Selvam decides to kill his own father. In the meantime, Jayaseelan conducts a secret investigation against Selvam and finds out the truth. He has got enough evidence that Selvam shot himself based on the number of gun shots heard and also understands that Selvam staged a show that he was shot by the culprit who ran away. Jayaseelan goes to Selvam’s hideout and finds a secret room behind where their father is tied to a chair. Jayaseelan saves his father and brings him back home.
Now, Selvam is shocked to know that all of his illegal activities are exposed to his family members. He requests them not to take any action as he will become the next minister post election. Suddenly, Selvam rushes to kill Jayaseelan and his father. Jayaseelan retaliates and hits Selvam. Finally, their father asks Jayaseelan to kill Selvam saying that it will be a big embarrassment for their family, especially their grandfather Ramasamy’s image in the society, if the truth comes out to the public. Jayaseelan agrees and kills his brother Selvam, while putting his dead body beneath the bridge, where usually the kidnappers place the dead bodies of rich businessmen staging a scene that Selvam is also killed by the kidnappers demanding money. In the meantime, Jayaseelan encountered kills Selvam’s hitmen, who are staged and involved in all of the crimes with him as the culprits behind the kidnappings and closes the case.",6.1
2015,Maya,Tamil,Ashwin Saravanan,"Nayantara, Aari, Amzath Khan, Lakshmi Priyaa Chandramouli",horror,"Vasanth (Aari) is an artist who is working on a story about 'Mayavanam', a haunted forest. On his friend's birthday, he tells a story involving 'Maya', a malevolent spirit. He tells him about how one experiences chills and witnesses a spirit descending on them when one says ""Maya! your daughter is not with me"" three times. In order to ridicule Vasanth, the friend says the same three times, and a similar figure enters the room. He falls back in fear, but the figure reveals itself as his wife; it's just a birthday surprise. The next day, Vasanth shows the pictures taken by him during the dressed up Maya's entry to his boss, Ram Prasad (Amzath Khan) and Madan (Utay Mahesh), the episode writer on Mayavanam. Ram points out a smoky form near them and warns him of it. He tells him about a book, Asylum by Kate, that details the life of the mentally ill who were forced into asylums and experimented upon. Madhan then recounts the story of one such inmate, a woman named Maya Matthews, who was taken to the asylum after murdering her husband and forced to give up her newborn daughter to the authorities in the asylum. She falls to her death from the building, with an expensive ring rumoured to be on her body, and is buried in the grounds of the asylum (Mayavanam), where it is believed her vengeful spirit now roams. Later, Madhan and Vasanth's friend—an auto driver—visits Mayavanam to write about his last episode. Madhan disappears, and after escaping from Mayavanam somehow, Vasanth's friend meets with a grisly death soon, by falling off the building just like Maya, which spurs Vasanth to embark on an investigation into Mayavanam.
In alternating scenes, Apsara (Nayantara) is a single mother struggling to make ends meet by working in ad films. She is separated from her husband Arjun who is an actor, and lives with her friend Swathi (Lakshmi Priyaa Chandramouli) who works at a film production house, RK Studios. After a poster of the film, Irul, that Swathi is currently working on is put on to the walls of the house, Apsara experiences strange things happening inside the house. She doesn't give much thought to it because she is always preoccupied by the loan that she has taken from a local gangster. He keeps visiting her house demanding cash and she keeps putting it off by saying that the cheque she has been entitled to, after acting in another ad film previously, keeps bouncing off. In frustration, she goes to visit the ad company where she learns that the producer has gone to take part in the contest arranged by Swathi's company. The contest is a promotional ad for Irul, in which contestants are awarded ₹5 lakh if they succeed in watching the horror film alone at night without showing signs of fright. She catches an auto and goes to the studio. The scenes are alternated with Vasanth going to Mayavanam and the ad film producer watching the film. By the time she reaches the studio, the producer is dead and is taken on a stretcher towards the ambulance. The director of Irul had witnessed the bizarre death of the ad film producer while watching the film, but claimed to the police it was a heart attack.
All lost and her being emotionally tortured by the money lender, Apsara decides to watch Irul, to make ends meet. Swathi begs her not to, fearing for Apsara's life and in hope of the director backing her up, she appeals to him too, but the director supports Apsara even though he knows what could happen later on. The film starts to play, and it is revealed that Vasanth's side of story is the film Irul. As Apsara continues to watch, she is inexplicably teleported into the film. Ram and Kate, the author, is shown to make a man dig into the grounds of Mayavanam, searching for the expensive ring that Maya was said that died with. Vasanth gets caught by Kate and is held at gun point while they search for the ring. Apsara gets caught too, and when they eventually find Maya's coffin, a figure is seen to appear behind Kate and Ram, and all hell breaks loose. Soon Apsara and Vasanth get separated from the group, and are chased by the ghost. They fall into a big ditch and Vasanth helps her out, while he stays in. She runs away and hears a baby's cry. She goes in search of it, when she gets shot by Shankar. After falling down, she is held by Maya who cries out in bitter rage and kills Shankar. It is then revealed that Maya is Apsara's mother. She wakes up in the theatre, with her mother's diary on her lap, and the doll she used to play with, when she was a baby. It is later revealed that the person who played Vasanth in the film is Arjun himself and producer of the ad film who died earlier, was the one who sent Maya to the asylum and took her ring.
The final scene shows Apsara reunited with her husband and now acting in a film about Maya directed by the same director as Irul. As the shooting starts, the first scene being Maya sitting in a wheelchair, Arjun finds Apsara standing in a corner while everyone was assuming that she was the one sitting in the wheelchair. The film ends with the spirit Maya killing the director and Maya's ring falling out of his pocket. After that Maya turns back and the screen cuts black.",5.8
